sentence,label
"A one month old embryo is only alive in the strict biological sense, the same way a plant is alive. Why is ok to destroy a plant but not an embryo? Neither one of them can think. Neither one can feel pain.  It's only wrong to kill a developed human being.
",1
"I realize that adoption affects the parents lives as well, but would it not be better than killing it? Won't killing the fetus have a potential emotional side-effect on the parent? They would go through life knowing that they killed their own child.
",0
"Regardless of whether it is fully developed, it surely shall become so soon. Just think, thirty years ago (or however old you are), you mother may have decided to abort you. You are saying that it would be her choice, but would you have opted for it? It is not her life, it is yours. Wouldn't you rather be alive? How about the millions of others who have been aborted over the years. Why don't they have a say in the matter?
",0
"I'm asking you why it's wrong to destroy potential life.  You're saying it's wrong to destroy potential life because it will become life.  In other words, it's wrong to destroy potential life because it's potential life.  This is circular reasoning.  Embryos don't have a say in the matter because they are not yet humans. If I had been aborted as an embryo I would not have given one rat's ass, because I would have been incapable of doing so. No harm, no foul. The world keeps spinning. What's the big deal?
",1
"But it sure as hell wouldn't be spinning for you.   There are some people you just can't debate with, their opinions are so deeply engrained that there is no reasoning with them.
",0
"But it sure as hell wouldn't be spinning for you.   So what?  You're avoiding the fundamental question.   Why is it wrong to destroy potential life?   I sit here with an open mind, ready to consider your answer. Or do you not have a logically coherent answer?
",1
"Just because it isn't born yet, what makes it any less of a human?
",0
"Debate continued over here:  http://www.createdebate.com/debate/show/                                        Why_is_murder_wrong
",1
"Abortion rights are being abused.  It should not be looked at like an easy form of contaception.  ""People ought to abstain from sex or practise safe sex.""  Yeah ive heard that argument before ,  However;  Abortion is a serious matter and unfortunately there are cases in which an abortion is neccesary;   http://www.leaderu.com/ftissues/ft9603/ articles/goodwin.html
",1
"I agree that there are times when an abortion is necessary, but when one want's to kill over the fear of parenthood - that is when things are getting out of hand.
",0
"I agree with you on that .   Perhaps these abortion debates need to be a little more defined.  For example perhaps we should be asking ; IS IT OK TO USE ABORTION AS A FORM OF CONTRACEPTION?  I would have to say that in that case ;  abortion , no , its definately not ok.
",0
"since abortion became legal in the US in 1973 50 million abortions have been performed. that would knock out 15 states with no1 in them. that ridiculous. there are millions of people in the world who would love to have children but cant. and we have millions of people having sex and not being able to handle the consequences of pregnancy. if u have sex u better be ready to have babies too.
",0
"I believe that if a parent can take care if a child then they shouldn't be able to get an abortion, but sometimes a child being born causes great strain on the parents and could possibly lead to death. Therefore, I believe that it should be the person's choice.
",1
"Because, you know, there isn't a surplus of orphans or anything. =/  Should women who don't want kids have them anyway out of guilt for people who can't?  ""and we have millions of people having sex and not being able to handle the consequences of pregnancy. if u have sex u better be ready to have babies too.""  That's stupid. Just..... stupid. So a woman should go out of her way to NOT solve a problem just because she got herself into it? If you tripped and broke your arm should you NOT get a cast on it just because you were foolish enough to trip? maybe you shouldn't have been walking if you weren't ready to handle the possibility of breaking your arm. Maybe you should of had the good sense to wear a bubble-wrap suit. No? Why does that backwards logic only apply to abortion then?
",1
"So a woman should go out of her way to NOT solve a problem just because she got herself into it?   It is not a problem, it is a life.   If you tripped and broke your arm should you NOT get a cast on it just because you were foolish enough to trip?   A broken arm is an injury, easily mended. When a person's life ends, there can be to going back.   Why does that backwards logic only apply to abortion then?   It is in no way backward logic. You are equating a human life to a broken bone. If it weren't for that life there would be no bone to break!
",0
"unwanted pregnancy = problem  broken bone = problem  unwanted pregnancy =/= broken bone  guess I should of made that more clear =/  ""A broken arm is an injury, easily mended. When a person's life ends, there can be to going back.""  Sure there is, you can make another kid later when your ready.
",1
"Sure there is, you can make another kid later when your ready.   But what about the loss of life that has already taken place?
",0
"What about it? I have millions of sperm swimming in my testicles right now. Should I remove them and impregnate millions of women to avoid the loss? Or is the loss of life only immoral when it comes to a select few organisms? Where exactly should the line be drawn?
",1
"The sperm is not sentient. It will never grow up, go to school, get married. The sperm is there for one purpose. To allow you to procreate.
",0
"Well hey, it has the potential to do all those things. You can't know it wont. Why is a sperm suddenly too precious to let die just because it meets an egg? Especially when any other sperm can do the same damn thing.   Sperm and fetus are the same, the only difference is a fetus is a few steps closer to being birthed. You're older than me, probably a few steps closer to making your own children than I am. Is your life worth more than mine? Surely you must think so. A fetus is closer to being born than a sperm, just as you are closer to creating a fetus than I am. You're one step farther on the chain, so, is it alright for people like me to die en masse as long as you get to live?  And furthermore, I am farther along the chain of life than a fetus. I am much more capable of creating life than a fetus. I have much more potential at this time. Sure, the fetus has the potential to one day be like me, but right now it is not. That means it's worth less right? Is it o.k. to abort millions of un-born children but not o.k. to kill me?   No? But at the same time, you say it is o.k. to let millions of sperm die, but wrong to kill a fetus. Why? Because one is farther down the road of life than the other? Or is the life of a fetus worth more than any other conceivable form of life?
",1
"I agree with Kmac. If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!! Abortion is just wrong. Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes. If you can't handle having a child then let someone adopt it, don't kill it!
",0
"Many proponents of abortion say that it is up to the mother to decide what happens to her body. However, they seem to be forgetting one key matter: does the baby not have a choice as to it's body? Some say that cancer is alive and that by killing it we are ending a life. However, cancer will never gain sentience; cancer will never learn; cancer will never go to school. Cancer is like a parasite, feeding off of the body and expanding until the body is dead.   I am completely for the use of the term 'fetus.' The excuse for the abortion is that the baby is not yet a baby, rather only a fetus. That is where they are wrong. A fetus is just as much a human as I am, it simply has not progressed to the point in life I which I have reached. Soon it shall be a baby, then it shall progress to toddlerhood, then to childhood, then to adolescence. It is not a baby, but it shall become one - just as an adolescent is not an adult, but it too shall become one.
",0
"kmac and princessjess are right abortion is murder. if you feel that you cant take care of the child, adoption is an option. there are families in this world that can not have children. why not give the baby to them so it can be happy and have a good life. there is nothing wrong with adoption
",0
"ummmm no you are so wrong in my opinon! i think that if you are adult enough to have sex you better be adult enough to take on the responsibilites that come along with having sex.
",0
"Some would argue that the adopted parents will not love them as much. Whether or not this is true, I believe it preferrable to murder.
",0
"OK first off Abortion IS murder weather you believe it or not it IS.  Example:   Scott Peterson in trial was convicted of TWO murders not ONE but TWO why two though?  He just killed his wife?  His wife was pregnant. The baby inside of his wife was killed in the process of the mother being killed.  If the supreme court agrees with abortions yet charge Peterson with two murders what are they thinking?!  Once the a egg is fertilized and starts to grow into a human body it has a human ""spirit"" or ""soul"" inside of it (for those who are religious).  So if you were to ""dispose"" of this body that IS alive and has a human ""soul"" within it isn't it the same as murder?  Your taking away the life of some creature that has not yet experienced life yet.  The baby moves, blinks, kicks, and squirms inside the mother, this is the sign that it is alive and is capable of understanding of what is doing (not of everything its doing) and human beings do just the same.   So lets put a full grown man/women inside a glass incubator filled with water and have them semi-conscious.   And then lets put a drug in there to kill this person. Then, put a giant vacuum tube into the container and suck all there body parts out.  Is this murder?   Some people will say ""Oh well, that isn't the same. That person is fully developed and eduacated""  There is no difference between killing the grown body and that of a one inside a mother.  Weather it's there choice or not to get the abortion it IS still murder.  People should understand the consequences of having sex and abortion should not be a option. It leads to people saying ""Oh I can just get it aborted so I don't have to worry about it."" &lt;- LAZINESS.  We already have enough lazy citizens in the US I don't think we need anymore.
",0
"""Once the a egg is fertilized and starts to grow into a human body it has a human ""spirit"" or ""soul"" inside of it (for those who are religious).  So if you were to ""dispose"" of this body that IS alive and has a human ""soul"" within it isn't it the same as murder?""   Is this a quantifiable statement. Are we capable of saying that 2 minutes after conception, that bundle of 8 or so cells is not just a human being, but has an intangible ""soul"". And those toe nails i just clipped that are made up of millions of cells, or if a hair gets plucked along with the root that still has a lot more than 8 cells, those have souls too? At what point is the now separate entity no longer ""you""?  If one wears protections, is that not killing potential for having something with a ""soul""? Or is the woman's period also murder because it also is killing the potential for a new human being?   ""So lets put a full grown man/women inside a glass incubator filled with water and have them semi-conscious.  And then lets put a drug in there to kill this person. Then, put a giant vacuum tube into the container and suck all there body parts out.  Is this murder?  Some people will say ""Oh well, that isn't the same. That person is fully developed and eduacated""  There is no difference between killing the grown body and that of a one inside a mother.""   I really don't understand how it's possible to say that a human being, having been alive, having consciousness, can be compared (even in a drugged stupor) to a collection of relatively inanimate bunches of cells. I agree that at a certain point, when the fetus has begun to kick and to show brain activity, that it is now murder to have an abortion. But up until that point, I believe the mother has a right to terminate the pregnancy.  Additionally, you are forming your opinion based on an assumption that all accidental pregnancies happen through laziness. But what if the child has some terrible genetic disease that will render their life to be agonizing. I remember someone referenced a disease on CD where the baby lives for about an hour after birth in terrible pain. Wouldn't it then be mercy then to prevent this from happening before the bunch of cells has become conscious? Or if the woman was a victim of rape or incest, and she got pregnant. I doubt that she would love this child if she carried it to term, and so the child would probably be emotionally malnourished the rest of its life. Would you want to sentence someone to that kind of life?  Another way of looking at is, okay the courts and legislature have agreed to your point of view. Abortions are now illegal. However, that does not mean that people wanting abortions aren't going to happen, and it also doesn't mean that people will stop getting abortions. Women who don't want to or can't carry a child to term will be forced to go to back alley doctors to perform the abortion (or perhaps worse, try to do it themselves) and those unqualified doctors' abortions could lead to their own death in addition to the fetus'. Also, those back alley doctors will no longer have restrictions placed upon them. They will be able to terminate a pregnancy well after consciousness has begun and the fetus is now a baby. Even when abortion is legal, this kind of stuff happens too much, and imagine how much worse it would be if abortion by qualified doctors was illegal.
",1
"How long have you spoken English? Mein oma war hier für 50 jarhen, und ihren Englisch ist nicht sehr gut. Aber mein grossonkel war im Australien für noch 40 jarhen, und er is sehr gut.
",0
"Ich habe mich Deutsch für zehn oder mehr Jahren. Australien? Sie müssen bedeutet Österreich?
",0
"I believe that you think that when I wrote Autralia I meant Austria. This is wrong. My great uncle, born in Switzerland, has lived in Australia for about forty years, and his English is about as good as yours.
",0
"""Once the a egg is fertilized and starts to grow into a human body it has a human ""spirit"" or ""soul"" inside of it (for those who are religious).""  This is the heart of the anti-abortion argument, the idea that what makes a human being ""human"" is his or her soul, and that that soul is present from the moment of conception on. It matters not that at the moment of conception the zygote has less cells then you have fingers on one hand, it is the moral equivalent of a human being because it has a soul.  Don't get me wrong, I'm not criticizing the idea. It is a religious idea and in this, a country with religious freedom, you are free to believe that idea and to live your life in accordance with that and other religious beliefs.   But you should realize that there are many people who do not share your religious beliefs and we also live in a country with religious freedom. Why is it that you would deny us the right to live our lives according to our religious beliefs when we would fight to protect your right to do the same?
",1
"Also, why is it always the atheist, the vegetarian, the liberal, and all the left wing guys make such a moral issue out of it?  It's the way life is and always has been and always will be.  I only see the people who agree with backward beliefs the ones making moral issues out of them NOT people who don't believe in it.
",0
"Wellll, it's the believers, the carnivorous conservatives and the right wing guys who accuse those of us on the other side of murder and worse. I'd say that's making a moral issue of it, wouldn't you?
",1
"What happens if the mother is raped? Could you ask her to live with the offspring of a obviously demented rapist. Being a mother is hard enough to add that to it as well. What if the child in the womb is damaged or deficient beyond help. A young mother that is duped and lied to by some swaggering Lothario that walks out and leaves her with the child. There are many situations under which you are completely wrong. People need to take responsibility for the amount of children being born into broken homes and poverty. Poverty breeds just look at the street children in calcutta or the child soldiers in Sierra Leone a lot of this stems from religious belief as religion, lack of education and poverty all go hand in hand.
",1
"Ok, really?  You could have just kept this to yourself. I say these types of things in my head when I read some debates but, I don't post it.  Alright, let me put it this way. Once a human  ""organism""  is made it is alive. Whither people like it or not it is fact that it is alive.  It moves, it eats, it grows, it thinks.  Are these not all the contributing factors of how our bodies are alive?
",0
"""It moves, it eats, it grows, it thinks.  Are these not all the contributing factors of how our bodies are alive?""  Absolutely, and I think that most of us on the pro-choice side would agree that a woman's right to chose ends by the time a fetus reaches the stage where it eats or thinks.  But the anti-abortion side is not content with that. They want to outlaw abortion from the very moment of conception, at which time the ""organism"" as you call it does not eat, does not move and does not think.
",1
"""Oh I can just get it aborted so I don't have to worry about it.""   Thats not laziness thats disgusting.  Abortion rights are being abused.  It should not be looked at like an easy form of contaception.
",1
"Agreed it disgusting but it still is laziness because their to lazy to take care of their child ETC.
",0
"Leviticus 17:11 -  ""The life of the flesh is in the blood,""   The fetus receives its blood at 17 days. That was Grissom's excuse on CSI.
",0
"Oh wow Ha Ha  --------------------------------------- --------------------
",0
"I don't think that it should be completely pro life, but rather what the circumstances are. For example, if the abortion is because of rape, incest, mother's life is in danger, then I completely understand the reason. However, if abortion is done because protection, either a condom or birth control pills, were not used, then abortion should not be allowed. Be responsible for your own actions.
",0
"Please not that this debate has nothing to do with the legality of abortion. I believe that it is better off being legal, but moderated as well. If the mother wants an abortion bad enough she shall get the fetus out any way possible, but if it were illegal she would be going into dark alleys to get it done.
",1
"I strongly think that we should stop abortion, if you don't want the baby put it up for adoption. I'm sure there are hundred of families who would love that baby as it's own. Couples out there who cant produce offspring that desire a baby. Then your taking away something you can get and they can't.
",0
"Yes, but are there enough homes for 50,000,000 babies? Is there enough food to feed 50,000,000 more mouths? Will there be enough food to feed 100,000,000s more babies in generations to come?
",1
"ummmm no you are so wrong in my opinon! i think that if you are adult enough to have sex you better be adult enough to take on the responsibilites that come along with having sex.
",0
"I think every woman has a choice--but that choice comes before the unprotected sex...not after. ;)  My opinion on babies that are a product of rape: we have to remember that the baby itself is not ""evil."" It was the act that was bad, not that baby. Yes...it is unnecessary pain for the woman, but that baby didn't do anything wrong. If it pains the mother to keep the baby, then adoption is always an option.  My opinion is that the only acceptable case of abortion is when the mother's life is at risk.
",0
"The Kinsey institute says that there are 500,000 deaths per year due to childbirth - 99% of which happen in developing countries. It is extremely unlikely that a childbirth in North America will result in the death of the mother.
",0
"True, but we are not only talking about North America. The topic is just abortion.
",1
"Okay my personal opinion i would never murder an innocent child, but i belive that we have no right to judge anyone for the choices they make on what they believe is better for their life.
",1
"well, heres what i think. its ok to abort an unborn child because it is the parents decision to do so. now, once the baby is actually a living creature in your stomach besides just the fetus, it maybe then could be considered illegal since you are killing a baby, not a fetus. so say the fetus develops into an actuall baby at, i dont know 6 months? am i right, wrong? but when its an actuall  baby  and then you abort, then it may be considered murder, so.. all right i'll just break it down  abortion of a fetus:legal  abortion of a baby:  possibly  wrong
",1
"I believe that abortion should be legal because the fetus is simply a part of the mother's body and she can have an abortion because it is her human rights. Also I take this view because every woman can face with situation when two lives are at stake and the moral obligation is to save the one closest at hand--namely, that of the mother, whose life is always more immediate than that of the unborn child within her body.Or enother example, permission for an abortion could then be based on psychiatric considerations such as prepartum depression, especially if there is responsible psychiatric opinion that a continued pregnancy raises the strong probability of suicide in a clinically depressed patient. So, because of these reasons I believe that abortion should be legal.
",1
"Should abortion be legal? It was like asking should murdering another person should be legal? I can't see the point why it should be legal in any sense. Abortion = murder. Why? Because you are planning to take the life of another human. Don't tell me that fetuses are not babies because in every single way they are. And if they are human they have all the right to live. You can have them be adopted if you are not ready with the child. Just don't take their first right away from them.
",0
"Abortion should be illegal.Because it not fair to those babies that are being killed for the fault of those adult and I think that that everybody deserve chance to life .
",0
"Abortion should be legal, because abortions are legal, because if abortions should not be legal, then they would be illegal, but they are not illegal, which is why they should be legal.
",1
"that made a little bit of sense...  in the way that they are legal in most places.  but what about the places its not legal? how does that apply then?
",1
"Move to where it's legal or have the abortion where it's legal.
",1
"what if u cant get there??
",1
"Well then, she should have bought a vibrator with three settings:  1. slow  2. medium  3. Who needs a man!  ;)
",1
"Bravo, Joe . . . that sort of made sense.
",1
"Should abortion be legal? It was like asking should murdering another person should be legal? I can't see the point why it should be legal in any sense. Abortion = murder. Why? Because you are planning to take the life of another human. Don't tell me that fetuses are not babies because in every single way they are. And if they are human they have all the right to live. You can have them be adopted if you are not ready with the child. Just don't take their first right away from them.   http://www.youtube.com/user/dcheckm8
",0
"You can look at countries where abortion is illegal to figure out why it should be legal.
",1
"I see that you mean but don't you think about the situation when there is a direct threat to the mother? I believe that in this sitiation doctors can give permission for an abortion. Or we can consider the other case whena fetus has a diagnose with Tay-Sachs disease, a circumstance of considerable interest inasmuch as Tay-Sachs is an untreatable genetic disease.
",1
"Abortion should be illegal.Because it not fair to those babies that are being killed for the fault of those adult and I think that that everybody deserve chance to life .
",0
"I see that you mean but don't you think about the situation when there is a direct threat to the mother? I believe that in this sitiation doctors can give permission for an abortion. Or we can consider the other case whena fetus has a diagnose with Tay-Sachs disease, a circumstance of considerable interest inasmuch as Tay-Sachs is an untreatable genetic disease
",1
"I believe that abortion should be legal because the fetus is simply a part of the mother's body and she can have an abortion because it is her human rights. Also I take this view because every woman can face with situation when two lives are at stake and the moral obligation is to save the one closest at hand--namely, that of the mother, whose life is always more immediate than that of the unborn child within her body.Or enother example, permission for an abortion could then be based on psychiatric considerations such as prepartum depression, especially if there is responsible psychiatric opinion that a continued pregnancy raises the strong probability of suicide in a clinically depressed patient. So, because of these reasons I believe that abortion should be legal.
",1
"Abortion should be consider illegal. it is not the unborn child's fault that they was to be given life. the ones who conceded the child are at fault. even if the child is unborn the child should still have every other right to live as any other human being for the child is a human being too. and it would be murder and disgrace to kill a child that has yet to be born and to kill a innocent child who has convicted no crime unless you call being alive and wanting to live a crime, then in that case everyone in the human race has committed a crime.
",0
"Fuck No, how can you possibly think that it's the women's right to choose, the fetus is a living being that is growing and was created by God what right do you have to destroy what he has made good. You just should not have had sex in the first place why don't you be a little more responsible next time you go out and act like giant whore you stupid bitch. What the hell is your problem it's a human life, it's your own child for gods sake da hell. May god have mercy on your soul because I sure as hell wouldn't just consider your self lucky that there is a god that is more forgiving then I am.
",0
"Abortion should be legal as it is the mother's decision to kill said baby, yet in saying that they should have sufficient help to make this decision
",1
"i believe that abortion should be legal because all an abortion is, is preventing a baby from being born into the world. if thats the case, then what are we doing by using birth control or condoms. we are preventing a baby from being born into the world. its also the mother's choice, and the father if hes still around. and what about those who are raped and unfortunate with a baby of that specific person.
",1
"this is true.  but there is also the fact that why should a baby that nobody wanted be born, when the parents dont want them to be around? what if it was a mistake? so many emo's are in the world because they couldnt be aborted  all in all...abortion should be legal
",1
"OK...., but wait.... Is it politically correct to say that emos should have been aborted?
",1
"well yes, emo's should have been aborted but how can u tell if a child is emo before ur first trimester is over???
",1
"I agree with you becuase I believe that abortion is not killing a human child. When you have your abortion, the fetus has probably not even opened its eyes yet. It isn't a formed child! It is a fetus.
",1
"YOU HAVE BEEN RANDOMLY SELECTED TO GET YOUR POST CORRECTED GRAMMATICALLY!!!   1)  Mistake:  ""...you becuase I believe...""   Correction:  ""...you  because  I believe...""   Explanation:  Spelling.  2)  Mistake:  ""...the fetus has probably not...""   Correction:  ""...the fetus  probably has not...""   Explanation:   Syntax & General Flow of the Sentence.  -GrammarNazi
",0
"It really is the mother's decision. If she isn't wanting to take care of it who will? Yes the father maybe... but what if your raped, what if you didnt want the baby and the husband altered the birthcontrol pills into something else. Yes you could put it into an adoption agency, but what if they grow up wonderign why there parents gave them up? They would feel like crap thinking that there parents hated them, and be suicidel. No one deserves the live of bouncing around in foster homes, thinking no one loves them. They may get into a caring family but do you know how many kids get into crappy situations? It is the persons decisions, we souldnt have a law saying this is a bad thing to do. Its a moral and a value we all have and we all have different views. why should we care about what other people do with there lives. especally people we dont even know.
",1
"It's about freedom - a woman's freedom to control her own body, and a couple's freedom to decide when is a good time to bring a child into the world.
",1
"Simply to play devil's advocate....you say ""its about freedom-a woman's freedom to control her own body"". However, once she becomes pregnant...is it only her body then? Her body is supporting another life so one can make the argument that she is then sharing her body with another being and it is no longer her own.
",0
"Imagine this scenario:  A woman is walking to her house, all of a sudden a man grabs her from an alley. He rapes her. Should the woman be forced to have the baby of the man who raped her?   Even if the baby was put up for adoption, the woman would go through all the pain of having a baby, and the medical fees, and the baby might not be adopted.
",1
"your stupid. obviously a person can choose what they want to do it should be up to the mother or father to decide what they would like to do with their unborn child
",1
"Well I'm glad we've already gotten to name calling. I'm glad we can all get along.
",0
"bahaha yes im just that mature and do those kind of things lol but no we cannot get along cuz well yeah
",1
"No it isn't stupid. A person shouldn't be allowed to kill a future child. They are willing enough to create the child and I believe that they need to own up to their own responsibilities. It was their choice to tango and they need to pay up for it. God wanted the child there for a reason. There is always adoption as an option!
",0
"Even if a zygote or early term fetus was a person (which it isn't)...  And even if that person had all the rights that other people have (which it doesn't)....     I    sure as hell don't have the right to commandeer someone else's body against their will for nine months to keep myself alive and neither does a fetus. The only way to argue that a woman doesn't have the right to terminate a pregnancy she doesn't want is to declare her body to be a piece of property that she doesn't have the right to final say over the use of. And it's just that simple.
",1
"At what point do you believe the zygote becomes a ""person""? Also, are you meaning to say that the fetus purposefully ""commandeered"" the mother's body? I don't believe the baby had a choice which body it wanted to inhabit.
",0
"At what point do you believe the zygote becomes a ""person""? Also, are you meaning to say that the fetus purposefully ""commandeered"" the mother's body? I don't believe the baby had a choice which body it wanted to inhabit.   The easy answer is when it is born. The more complicated answer is when it has developed its brain.
",1
"im sorry but i would much rather have my baby in heaven then on earth if i couldn't take care of it. i don't understand why we feel that we get to dictate what other people can do with their bodies. different people have different morals and we can't tell them what to think or feel. it's not right to tell people what to think or feel then they aren't who they are anymore.
",1
"god isn't real. the bible is just a fricking book written thousands of years ago to entertain a bunch of dimwits when they weren't out hunting and gathering or fighting in wars. it's just a series of letters written between a bunch of crackpot ""saints"" writing in code to try to fool the romans. so if your basing your opinion on abortion because you love to read the bible and follow god's word, your sadly mistaken... abortions are right up my alley. ROCK ON!!!!!
",1
"Well, we're all allowed to have an opinion, but the point of this website, I believe, is not to bring other people down. If you think the Bible isn't real, that's your choice, but don't insult other people's beliefs just because you don't agree. I hope that this doesn't get too personal.
",0
"yeah so people have the right to decide. certain things happen in life and some people may not be able to support a baby. if a girl gets raped and becomes pregnant does she really want to carry that man's child? i wouldn't. plus some women have serious conditions so if they do carry a child to term they could die in labor. this is not good and they should have an abortion to save their life. it's simply not our choice to decide what people want to do with their bodies and if they feel it is not killing someone then it is not on our plates it is on theirs.
",1
"Good argument. I'm being serious by the way. But the percentage of women who end up getting pregnant by rape is a meager .6%. I know that's still a percentage, but not as big of one as you may be thinking.
",0
"if she cant care for it there are plenty or people out there who want a child of thier own and cannot have one you can always give the child up for adoption
",0
"adoption is a piece of shit institution. all the kids who would have been aborted get put up for adoption. what now? thousands of more kids getting shuffled around in foster care, oh boy! and by the way, god isn't real.
",1
"adoption is not a piece of shit. i sure as hell would rather have my kid (if i had to give them up) go to someone who has had background checks and various other things before they can adopt. Foster homes aren't even with adoption. those are totaly different things and are bad but not related.
",0
"So, are you suggesting that if woman became pregnant accidentally, she should go through with that pregnancy  just  to hand it over to someone else? Isn't that a bit dangerous for both of them?
",1
"babies that are adopted are given to families who want to raise them, not to just put up with them for a few months so they wouldnt be ""shuffled around in foster care"" they would be in permanent homes so your argument is invaild
",0
"Not true. There are more unwanted children than families willing to adopt (123,000 more as of 2008). If abortion were illegal, that number would balloon.   http://www.acf.hhs.gov/programs/cb/ stats_research/afcars/trends.htm
",1
"Most adopted children do not become suicidal. they might wonder about their biological parents but i wouldnt say they think that they hated them. giving up your child for adoption is an act of love rather than hate
",0
"exactly why we can't make abortions illegal, if a parent is unwilling to take care of the child they are about to have then they should not have had the child in the first place. since they've already had the child. why should they bring it into the world if it is only going to suffer?
",1
"lol well im so glad that we are choosing to argue that god isnt real... i really dont think you know whether or not that he actually does exist
",0
"God isn't relevant to this debate. Whether he exists or not doesn't make a difference.
",1
"A baby is a life. no one has the right to decide who lives and who dies. the parents should have been more careful if they didnt want a child
",0
"""A baby is a life. no one has the right to decide who lives and who dies. the parents should have been more careful if they didnt want a child""   You just made a case against infanticide, not abortion.
",1
"Yeah, people who keep thinking that abortion is murdering a child should all be murdered... just joking ok, so don't go reporting me to the Feds or anything... just saying...
",1
"Would you want to be killed without a choice? That's disgusting!! Life is a gift, and the people that kill their children are sinners and will go to hell!!
",0
"Would you want to be killed without a choice? That's disgusting!! Life is a gift, and the people that kill their children are sinners and will go to hell!!   Strictly speaking there is no ""you"" until you're months old and have developed the cognitive ability of self-awareness. Until that point you're just flesh, basically.  By the way, there is no afterlife. Just putting that out there for you.
",1
"I take it from that statement then that you are also against capital punishment, and for Universal Healthcare.  Christians are such hypocrites, I seriously dislike you people.  1. It has no more feelings or emotions than this keypad I'm typing on until the 3rd trimester, and then about as much feeling and emotion as a grasshopper.  2. If you don't want an abortion,  you  don't have to get one. Why every Jesus Cannibal thinks they have to dictate everyone else's life is a mystery to me.  3. Even if you somehow managed make it illegal, guess what, there would still be just as many abortions.  The only difference is that they will get abortions in dirty basements like they did before it was legal, and more mothers would die.  So ""Pro-Life"" would actually end up costing more life.  Congratulations, way to kill a bunch of young mothers Edward. Jesus isn't going to give you a cookie now.
",1
"Maybe those ""young mothers"" should have kept their legs shut if they didn't want a baby.
",0
"Why should you kill a innocent baby? That is exactly what abortion is. Even though the mother does not want the baby, she should still have it. Most of the people who want an abortion and never go through with it, actually say they would regret killing the baby. Should America become ""I get to do whatever I want to just because I can""?
",0
"""Maybe those ""young mothers"" should have kept their legs shut if they didn't want a baby.""   It's really none of your business how often or with whom a woman has sex. Quit sticking your nose where it doesn't belong. You don't see me telling you how to run your sex life.
",1
"those mothers deserve to die that baby WILL have emotions, but if you believe in your oppinions so much, maybe your mother should have had an abortion, the world would have one less imbecile. besides ""You would have as much emotion as a grasshopper
",0
"... you sound like a raving lunatic, you realize that right?
",1
"those mothers deserve to die that baby WILL have emotions, but if you believe in your oppinions so much, maybe your mother should have had an abortion, the world would have one less imbecile. besides ""You would have as much emotion as a grasshopper   It doesn't matter if it will someday have emotions, presently it doesn't and is therefore judged as being less than human at this point.  This is called being rational.
",1
"While abortion may not be considered as murder or manslaughter, one thing is for sure. By going ahead with an abortion, you are denying someone, or atleast something life. Life is the most sacred, fundamental right of a human being. While an unborn may not be considered a human being, the fetus would've been a human being. Therefore, you reuse to give life to something that would've been a person.   Had the fetus not been terminated, it could've had so much potential. It would grow up to be a child. It would get to listen to music, smell the first day of spring and catch the first glimpse of snow. Everything we take for granted in life and life itself, is taken from the fetus.   Many argue that an unborn child does not have consciousness and therefore, it is morally acceptable to undergo an abortion. In the same sense, is it alright to inject lethal toxin into a child that has been sedated for his whole life? Pro-choice people are therefore saying that we can deny life to something that has never experienced consciousness. This argument is irrational and morally incorrect.  What's more worrying is that the mother of a fetus makes this decision. The very provider of life and sustenance refuses to let her unborn child live. It is not her choice to make. It is no one's choice to make. No one should have the authority to deny an unborn child life. Imagine the world without you, because your mother had an abortion. You would never live all of your experiences. You would never have emotions. You would've never existed. Such is the travesty of abortion. Over a million lives, of which collectively would add up to over 70 million years, would never be lived.  Rape, sadly does happen. But legalizing abortion does not solve the problem. If we want to reduce the amount of unwanted pregnancies as a result of rape, then we need to tackle the issue of rape itself. Harsher penalities, stricter monitoring policies, promoting rape whistles, reducing poverty and a nationwide sex offender registry are all possible solutions for this. Reducing the amount of unwanted pregnancies from rape down to zero is next to impossible, but we can get this number a lot lower.   Unwanted adult and teenage pregnancies can be solved by removing the social stigma associated with contraceptives. Pharmacies and the government should advocate the use of condoms or birth control pills as a way to enjoy sex without any unwanted consequences.  Abortion means denying the opportunity of life to what would've been a someone. We cannot continue with this madness.
",0
